"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.788846208E0,3.442736057E-1,-6.246919620E-1,1.014955600E0,1.240523774E0
2.798779208E0,4.021404292E-1,-5.777300495E-1,7.765558469E-1,1.048106826E0
2.808711208E0,4.555488970E-1,-6.634835601E-1,4.724187720E-1,9.332281223E-1
2.818643208E0,4.769798195E-1,-7.929906160E-1,8.239486992E-2,9.290493958E-1
2.828575208E0,5.002969075E-1,-8.920097047E-1,-2.517021686E-1,1.053248447E0
2.838507208E0,4.748042167E-1,-9.484961468E-1,-4.998615092E-1,1.172580706E0
2.848440208E0,4.015122556E-1,-9.682135427E-1,-7.617056733E-1,1.295702546E0
2.858372208E0,3.289015681E-1,-9.206014198E-1,-1.050696121E0,1.435146527E0
2.868304208E0,2.604814888E-1,-8.275505841E-1,-1.411362907E0,1.656694248E0
2.878236208E0,2.238974704E-1,-7.284391093E-1,-1.709463902E0,1.871635767E0
2.888168208E0,2.043458979E-1,-6.797645473E-1,-1.897427326E0,2.025849833E0
2.898101208E0,1.923827688E-1,-5.925428009E-1,-1.989628562E0,2.084883669E0
2.908033208E0,1.990009398E-1,-5.138784546E-1,-2.101418554E0,2.172471491E0
2.917965208E0,2.362170605E-1,-4.512828416E-1,-2.285273141E0,2.341351753E0
2.927897208E0,2.754655454E-1,-4.051331073E-1,-2.299200624E0,2.350816371E0
2.937829208E0,3.065726595E-1,-3.513434011E-1,-2.166833110E0,2.216437391E0
2.947762208E0,2.971783584E-1,-3.079102832E-1,-2.109427485E0,2.152395883E0
2.957694208E0,2.574437689E-1,-2.834981579E-1,-2.081252092E0,2.116189682E0
2.967626208E0,2.486045695E-1,-2.317959076E-1,-1.992559771E0,2.021343122E0
2.977558208E0,2.264019608E-1,-1.461868232E-1,-1.829626522E0,1.849367904E0
2.987490208E0,1.848839523E-1,-8.367014766E-2,-1.605362413E0,1.618138204E0
2.997422208E0,1.571180285E-1,2.632065654E-2,-1.389922337E0,1.399022142E0
3.007355208E0,1.861690606E-1,1.453676283E-1,-1.263218436E0,1.285111468E0
